Miembro,Id,Mateo/Miguel,Estilizado,Prompt imagen ,imagen ,prompt video,video,video orginal,ACEPTADO,Prompt Final,Prompt Imagen Arreglo,Imagen,Prompt Video Arreglo,Video
Wilson,40,Mateo,Lego,"Dos hombres adultos de pie frente a frente, 
  ambos con camisa blanca chaleco naranja y jeans claros, 
  ambos en postura de confrontación con brazos levantados como discutiendo o a punto de pelear, 
  entorno de basurero industrial al aire libre, 2 grandes contenedores metálicos oxidados alrededor, 
  escombros de concreto y bloques rotos amontonados al fondo, suelo húmedo con charcos que reflejan la luz, 
  edificación cuadrada al fondo con humo negro elevándose, iluminación dura de mediodía con sombras marcadas, 
  ambiente crudo y realista, cámara elevada en el cielo que visualiza toda la escena, estilo lego, alta nitidez, 
  colores desaturados, atmósfera pesada y tensa",https://drive.google.com/file/d/11kAyulQZF7WYQQC9mXC5_cAXaZvhjj5F/view?usp=drive_link,"Camara fija estática, cielo estable, las personas se miran mutuamente  mientras gesticulan los brazos de manera expresiva y brusca",https://drive.google.com/file/d/1y__bDH7FpnWffaahnVGAwPXpATHLCHhS/view?usp=drive_link,https://drive.google.com/file/d/1UkUB-803g2JmGpvKPvwEd7r1c6lJ-xUJ/view?usp=drive_link,,,,,,
Wilson,45,Mateo,Anime,"figura pequeña de tigre adulto de bengala, caminando recto, 
  patas posteriores poco vistas, mirando al frente, mirada fija e intensa, 
  hojas grandes tipo banano y helechos alrededor,
  luz natural filtrada entre los árboles creando sombras suaves y moteadas,
  primer plano parcialmente oculto por tronco grueso raiz de árbol desenfocado a la izquierda, 
  sensación de cámara en primera persona escondida, profundidad de campo alta,
  bosque con pasto y vegetacion, areas pequeñas de tierra seca, camara elevada unos 2 metros, iluminacion diurna, estilo anime",https://drive.google.com/file/d/1R_t2rnf9o3eJfwSK9ZJzJEF3ZwJxVXhk/view?usp=drive_link,"Tigre de bengala avanza de frente, camara mantiene la distancia con el tigre, 
    hojas de arboles colgando aparecen, hojas tipo banano aparecen",https://drive.google.com/file/d/1dILqYvpWv56L29ViwSBI3ECITVyBfAKC/view?usp=drive_link,https://drive.google.com/file/d/1wqhfea1Sk8e6fgClKhdmjrWhNn8nez8L/view?usp=drive_link,,,,,,
Wilson,51,Mateo,Ciberpunk,"Interior de un cine subterráneo con estética ciberpunk sucia y de alta tecnología, suelo hexagonal de baldosas azules agrietadas con fugas de aceite, paredes de hormigón crudo con cables expuestos y graffitis de neón, dos apliques de luz ciberpunk simétricos con forma de circuitos en la pared izquierda, un cartel de película digital holográfico y glitching que dice ""Queen of the Penguins"", un segundo cartel de película digital holográfico al lado que dice ""Princess in the Woods"", una clienta con chaqueta de cuero desgastada y detalles de neón integrados y falda metálica, solo 3 personas en la foto, un cliente con camisa gris con un arnés cibernético visible y pantalones reforzados gesticulando con las manos, un empleado con un brazo cibernético visible y el mismo atuendo modificado detrás del mostrador, un largo mostrador de madera quemada y paneles de metal industrial desgastado, tres peluches de Ditto de color púrpura pero con ojos y costuras de fibra óptica brillantes sobre el mostrador, un dispensador de refrescos azul modificado con tubos expuestos y líquido fluorescente que dice ""SODA"" con caracteres ciberpunk, vasos de papel negros con logotipos brillantes apilados, estantes de exhibición de productos coloridos debajo del mostrador con iluminación LED interna, paneles de pared texturizados de metal oxidado y paneles de circuitos expuestos en la parte trasera, señalización de neón colgante para 'POPCORN' y 'CANDY'",https://drive.google.com/file/d/1jTYnhkNqN188N1aeclRH7UoHelFPzrpi/view?usp=drive_link,"El hombre y el trabajador hacen expresiones gestuales con las brazos levantados, la chica permanece observando, la camara permance fija y estatica en su posicion",https://drive.google.com/file/d/1eSshuQ1DIblDRzVaE6K2v6EjINF7Hv7C/view?usp=drive_link,https://drive.google.com/file/d/1D5oVYHiPN5bHKNBc02n_cDozN2nTA46h/view?usp=drive_link,,,,,,
Wilson,52,Mateo,Cartoon,"Ambos caballos vistos desde su perfil izquierdo, el caballo silueta grande de color castaño y blanco sobre un banco de arena clara, el caballo trasero de color castaño y blanco sobre un banco de arena en un ángulo de tres cuartos mirando hacia el fondo, mitad inferior de árboles de bosque con troncos oscuros y follaje estilizado en capas en el borde izquierdo, matorrales y vegetación baja en la zona media, 3 troncos de madera tendidos en serie sobre la arena cerca de la orilla derecha, una extensión de agua estilizada de color azul pálido en la esquina inferior derecha, arena texturizada y con vegetación dispersa, iluminación diurna difusa con sombras suaves y definidas, paleta de colores de tonos tierra naturales y apagados, estilizado caricaturezco",,,,,,,,,,
Wilson,55,Mateo,Anime,"Un primer plano extremadamente vasto y detallado de dunas de arena con ondas nítidas y texturizadas que se extienden infinitamente hacia el fondo, un hombre de cara a la camara de tez clara con un polo de manga larga celeste y un chaleco oscuro de pie en el centro de la distancia (visto como una figura lejana),una cebra justo detrás del hombre (también una silueta pequeña y distante), 
    un camello con la cabeza agachada más a la derecha (igualmente una figura pequeña y lejana, a la misma profundidad que los demás), siluetas pequeñas e indistintas de elefantes y cactus en el horizonte muy lejano, una densa niebla de polvo naranja y sofocante que oscurece el fondo, iluminación de sol de bajo ángulo, sombras extremadamente largas y dramáticas en el primer plano, 
    un estilo de anime tipo shonen, una sensación de inmensidad abrumadora.",https://drive.google.com/file/d/14TEA31ksb_FHbk20OhUo402R_Tu_65D4/view?usp=drive_link,"El hombre realiza una coreografia de baile en su lugar, la camara esta estatica y en posicion fija",https://drive.google.com/file/d/1seuYi_0kVZweWjCda-mGhgTN6l4HXmH7/view?usp=drive_link,https://drive.google.com/file/d/1vR0xcOX_ejdmt_bzzkliJiZHBmdn3DGF/view?usp=drive_link,,,,,,
Wilson,62,Mateo,Ciberpunk,"Estilo cyberpunk, interior de oficina industrial de planta abierta con techo alto expuesto. Solo se ve la parte superior de la cabeza(lado izquierdo visible) de una mujer asomándose por encima del respaldo de un sofá en el lado izquierdo del encuadre. Sofá gris oscuro con cojines visible en primer plano izquierdo. Planta tropical en maceta en el centro del pasillo con brillo verde bioluminiscente. Suelo amplio de concreto reflectante con reflejos de neón en azul, cian y morado. Columnas industriales de madera y metal a lo largo del pasillo central iluminadas con tiras de neón. Un hombre de espaldas al centro-derecha de la imagen con polo manga larga celeste, chaleco y pantalón negro caminando hacia el fondo, iluminado con luz lateral de neón. Cinco estaciones de trabajo separadas en profundidad a la derecha: la más cercana con escritorio, silla ergonómica y monitor brillante, separada por divisores de rejilla metálica con paneles de madera oscura convertidos en paneles de circuitos luminosos; la estación más lejana al fondo donde un hombre calvo está sentado frente a múltiples monitores holográficos. Postes y columnas verticales de metal a la derecha con cables y tiras de neón entrelazados. Lámparas colgantes industriales convertidas en luces de neón parpadeantes. Atmósfera oscura con niebla volumétrica de neón, alto contraste, sombras profundas, estética cyberpunk cinematográfica, ultra detallado, 8k",https://drive.google.com/file/d/1qgRw8TwZ7hzDy63zIu8Uy9aM1JQvyzt_/view?usp=drive_link,"El hombre camina hacia el fondo, la camara permanece estatica",https://drive.google.com/file/d/1nQOxaoOFK1LHjLVDU4NWN6Ealol5vKCq/view?usp=drive_link,https://drive.google.com/file/d/1SgP5q9Z6lQ6cpyBB85YRUcRQq3o-PW8A/view?usp=drive_link,,,,,,
Wilson,64,Mateo,Anime,"Una toma de gran angular, nítida, de un moderno baño público institucional de múltiples compartimentos, estilo anime. 
    Pared izquierda: 3 compartimentos de inodoro modulares de color gris claro y gris oscuro con puertas cerradas, 
    1 compartimento abierto del extremo izquierdo que revela parcialmente la taza de un inodoro. 
    Puertas: letreros de pictogramas con icono de hombre y mujer, línea vertical específica de tres figuras y un símbolo de texto, 
    todo renderizado en placas blancas rectangulares. 
    Pared del fondo: patrón de ladrillo gris, dos dispensadores de toallas de papel blancos (uno grande y curvo y otro rectangular pequeño), 
    dos rejillas de ventilación verticales blancas. 
    Suelo: cartel amarillo de plástico en forma de A con el texto 'Caution Wet Floor' ubicado al fondo, 
    baldosas grises, iluminación LED empotrada en el techo. 
    Personaje: tapando la puerta abierta una mujer joven con peinado afro corto que oculta parte del compartimiento abierto, 
    sudadera gris con capucha, mangas largas de color azul claro, mallas gris oscuro, zapatillas azules, 
    capturada en pose de caminata de derecha a izquierda. 
    Mobiliario adicional: mostrador modular blanco cerrado debajo del dispensador grande pegado a la pared derecha, 
    lavabo parcial, pequeña botella azul. Estética: arte de anime de alta calidad, líneas definidas, colores sólidos con sombreado cel shading, 
    detalle fino en la textura de ladrillo y materiales metálicos.",https://drive.google.com/file/d/1wt_E0UQFuALR7FlbgsSgmczzaay7-m8d/view?usp=drive_link,"Toma con cámara fija y estática de un baño institucional moderno estilo anime. La mujer camina con paso constante hacia la izquierda hasta que su cuerpo tapa por completo el inodoro del primer compartimento. Inmediatamente, ella realiza un giro completo de 360 grados sobre su propio eje con fluidez. Tras el giro, camina decididamente hacia el fondo del baño. Al llegar a la pared del fondo, se sienta en el suelo y se acuesta boca arriba de forma suave. Termina la escena acostada en el suelo, boca arriba, con sus pies apoyados verticalmente contra la pared inferior del fondo en una postura de descanso.",https://drive.google.com/file/d/1xlzLEjW3_YDlKDQMdRtrtRVx0GzL_S-4/view?usp=drive_link,https://drive.google.com/file/d/1usf7Z3qFpn3YQ57n6vjq7iU9stC3Yh8C/view?usp=drive_link,,,,,,
Wilson,66,Mateo,Cartoon,"Una toma aérea en ángulo de una cancha de fútbol callejero o futsal con un pavimento de concreto muy desgastado y de color rojo óxido, marcando líneas blancas y limpias para el área de juego y un gran círculo central, una pequeña lata de bebida metálica de color plateado y azul colocada justo en el punto central exacto dentro del círculo, una portería de fútbol callejero con un marco de metal gris y rojo y una red de malla negra en el extremo izquierdo de la cancha, un jugador masculino visto desde atrás en el extremo derecho de la cancha usando una camisa gris y pantalones de chándal negros y una mochila negra, un segundo jugador de fútbol apenas visible a lo lejos detrás de la portería, una barrera baja de concreto y madera que rodea la cancha, paredes de edificios urbanos coloridos y cubiertos de grafitis en el fondo con una escalera exterior de concreto y vegetación descuidada en jardineras que incluyen palmeras bajas y arbustos, la frase 'SYSTEMS' y un fragmento de otro texto en un panel de pared amarillo en el fondo, una cerca de malla de alambre en la esquina inferior izquierda de la imagen, iluminación natural brillante del día proyectando sombras suaves, texturas de concreto y pintura de grafitis visibles en todas las superficies.",https://drive.google.com/file/d/1o9zK-sjeYmxyfzbDze3_DJ6TzB3Wfhci/view?usp=drive_link,La cámara esta fija y estática. El deportista en la cancha mira a la lata y se acerca y patea la lata para meter un gol,https://drive.google.com/file/d/161kUlq_cPkrl8zcKqtQJnD_R0g--46n8/view?usp=drive_link,https://drive.google.com/file/d/18KVAwP4KcU2zXgw65jCEytir7z_sILqR/view?usp=drive_link,,,,,,
Wilson,71,Mateo,Lego,"Pasillo de hospital estéril, estilo de lego, suelo de baldosas blancas cuadradas con juntas marcadas, paredes de dos tonos con mitad inferior azul claro y mitad superior blanca, barandilla metálica gris a media altura a lo largo de las paredes, puerta de metal gris oscuro a la izquierda con ventana pequeña cuadrada y rejilla interna, dispensador de jabón automático gris en la pared izquierda, extintor de incendios rojo dentro de un gabinete de cristal, figura masculina pequeña de espaldas al fondo vistiendo uniforme médico azul oscuro, gran ventana central con persianas verticales oscuras, vista de rascacielos urbanos a través de la ventana, figura masculina pequeña a la derecha con polo celeste, chaleco azul oscuro y pantalones oscuros mirando hacia el centro, puerta de metal gris liso a la derecha, radiador de calefacción blanco bajo la pared derecha, techo de paneles acústicos blancos con rejilla, luces fluorescentes rectangulares empotradas en el techo, detectores de humo negros, iluminación brillante y uniforme, atmósfera limpia y minimalista.",https://drive.google.com/file/d/1JLuljWN-53DCQGOksO3x1U77mqhe2oTt/view?usp=drive_link,"La persona ubicada a la derecha cae rígidamente hacia el suelo como un lapicero que se tumba — el cuerpo completamente tieso, los pies fijos en el suelo, cayendo en línea recta hasta golpear el piso, giro antihorario. Luego, el metraje se invierte: la persona sube suavemente desde el suelo en un ángulo de 45 grados, como si el tiempo retrocediera a cámara lenta, volviendo a quedar perfectamente de pie. Movimiento limpio, físicamente creíble y ligeramente surrealista.",https://drive.google.com/file/d/1jfScfmK8wbu2_V1CNFwNBdDTWCG4C7XE/view?usp=drive_link,https://drive.google.com/file/d/1II8W3OHK3cfXouGTufm_IwGPto2q7irZ/view?usp=drive_link,,,,,,
Wilson,75,Mateo,Anime,"Una fotografía interior de perspectiva de punto único de un pasillo industrial de la era victoriana, 
    el suelo está cubierto de intrincados azulejos con patrones geométricos negros, 
    blancos y amarillos, las paredes están construidas de ladrillo marrón rojizo desgastado, 
    una serie de prominentes y envejecidas cerchas de hierro verde cian forman múltiples arcos abovedados en lo alto, 
    una sola cabina telefónica británica roja distintiva está de pie contra la pared de ladrillo derecha en primer plano, 
    cuatro personas están presentes en total, 
    en el primer plano izquierdo inmediato 
    una persona se sienta en un banco de madera de estilo parque, 
    más al fondo con siluetas pequeñas dos personas estan en bancos diferentes,
    una persona

    el extremo lejano del pasillo está brillantemente iluminado por luz fría, 
    pequeñas luces empotradas iluminan el suelo de la pasarela, 
    el estilo es el de la fotografía industrial y arquitectónica realista, con una sensación fría e industrial.",https://drive.google.com/file/d/1IabyRBg-_jD26q_S1qdDH-D6WdWbmHaS/view?usp=drive_link,El hombre sube rapidamente hasta el fondo y luego baja rapidamente hasta desaparecer de la escena. La camara es fija y estatica,"https://d1q70pf5vjeyhc.cloudfront.net/predictions/f9c251c66f554aef9e1244450a6a40
https://d1q70pf5vjeyhc.cloudfront.net/predictions/ce446e3872b04832b86ca27349026c
   video_id_75.mp4",https://drive.google.com/file/d/1hRioGmwlBSUDIVlZxNTAkWrwNY727uZ0/view?usp=drive_link,,,,,,
Wilson,76,Mateo,Anime,"Una ilustración de estilo anime de una perspectiva arquitectónica interior detallada que mira hacia abajo por una larga arcada de la época victoriana. La estructura presenta una serie de arcos de metal de color verde menta oxidado sostenidos por vigas de celosía, con paredes de ladrillo rojo texturizado. El suelo es un intrincado patrón de azulejos a cuadros en blanco y negro con intrincados detalles de medallones de color dorado y negro.

En el centro del pasillo, un hombre joven con un polo cian de manga larga, un chaleco azul y pantalones largos de color azul oscuro corre en dirección opuesta al espectador, con la espalda visible, hacia la pared blanca hecho de bloques grandes, ubicado en el extremo más alejado de la arcada.

A lo largo de la pared izquierda, cuatro bancos de madera separados están colocados juntos entre las columnas de metal. En el primer banco (más cercano al primer plano), un hombre con un traje azul se sienta mirando hacia adelante, sosteniendo un periódico en su regazo. El segundo banco, algo mas alejado y al costado del primero, está vacío. En el tercer banco, aún más atrás y cerca del fondo, se sienta una mujer con una blusa azul y falda, también mirando hacia adelante. En el cuarto banco, al costado del tercer banco, otra figura indistinta se sienta sola.

Hay carteles de arte enmarcados en las paredes de ladrillo. Dos icónicas cabinas telefónicas rojas de Londres están visibles: una en el primer plano derecho con la palabra ""TELEPHONE"" en la parte superior, y otra más pequeña en la distancia al final de la arcada.

La iluminación es suave y brumosa, con cálidos rayos de luz que penetran a través de la distancia, creando una atmósfera nostálgica e industrial. El estilo artístico es limpio, con líneas nítidas y colores de cel shading vibrantes, reminiscentes de un fotograma de una película de anime de alto presupuesto.",https://drive.google.com/file/d/1LzBozTEKWq-fC8lNFHUe0bF9507hyz7u/view?usp=drive_link,El hombre de pie corre hacia el muro de al fondo. Las demas personas mantienen su mirada al frente. La camara es fija y estatica,https://drive.google.com/file/d/1UanvkGH-cUKlA_fMeTK-hhbVeI0pW0ji/view?usp=drive_link,https://drive.google.com/file/d/1uITewH5rZ-53MFUamxa2M7M_riulpzGE/view?usp=drive_link,,,,,,
Wilson,79,Mateo,Cartoon,"Cartoon style of the scene, al the characters are cartoons.The person with their back turned has no hair and a light complexion",https://drive.google.com/file/d/1gLSap3i2Z5UZDSa_8W4DAbECs6POAh44/view?usp=drive_link,"Transform this video to match the art style of the reference image exactly. 
The subject must remain completely bald with no hair at all times. 
Preserve all original motion, camera movement, timing, and composition. 
Only change the visual style — maintain the subject's specific physical features, 
especially the bald head, and keep the same scene and action.",https://drive.google.com/file/d/1vOqL2vOCl2yjhnA7eZ3X_H5C1GC7_ona/view?usp=sharing,https://drive.google.com/file/d/19VcFxoKOyi7TtlUf7rs2VKEJtw6nP-su/view?usp=drive_link,,,,,,
Wilson,84,Mateo,Cartoon,"Una escena de alta calidad en estilo de animación cartoon 2D ambientada en un vasto desierto. El paisaje presenta dunas de arena marrón claro y suaves ondulaciones bajo un cielo azul pálido y despejado. En el primer plano a la derecha, un hombre con cabello rojizo y un traje negro está de perfil, mirando hacia la izquierda. Más atrás y a su izquierda, un segundo hombre con una gran mochila de excursión marrón está de espaldas a la cámara, mirando hacia el horizonte. Situado entre ellos hay un cactus Saguaro verde, grande y alto, con múltiples brazos. En el centro-izquierda del plano, un elefante marrón pequeño y estilizado está cerca de una duna de arena, también mirando hacia la izquierda. Otro gran cactus Saguaro se eleva cerca del elefante. El estilo artístico se caracteriza por esquemas negros limpios, colores vibrantes planos y un sombreado simple. La iluminación es brillante y uniforme, proyectando sombras suaves y definidas en la arena. La estética general es la de una serie animada moderna, limpia y minimalista.",https://drive.google.com/file/d/1UUcIyoSodyNKsQqpY1s6t68ia6-EYjH1/view?usp=drive_link,Stylized cartoon transformation based on the reference image. Ensure the background architecture and props match the artistic texture of the reference image.,https://drive.google.com/file/d/1t2h7Qyc_2p0F0faiFQEJzlVvEplHfTDm/view?usp=drive_link,https://drive.google.com/file/d/17Yf0wtgieUcq_0ZxY6Y4fCG9mGoEXWRG/view?usp=drive_link,,,,,,
Wilson,90,Mateo,Cartoon,"Estilo de animación 2D de alta calidad de la imagen de referencia. Todos los personajes y los edificios tienen una apariencia de dibujos animados.
    A LA ENTRADA DE LA CASA DE AL FONDO, UN CARRO TAPADO POR EL MURO TRASLADANDOSE DE IZQUIERDA A DERECHA",https://drive.google.com/file/d/1N632qBWzrGjKk_YYe3Nd74yJ3M_MYlrY/view?usp=drive_link,"Stylized cartoon transformation based on the reference image. 
    Ensure the background architecture and props match the artistic texture of the reference image. 
    Maintain the motion of the original video.
    The car moves from the left to the right side",https://drive.google.com/file/d/1CZqtFJkUjbaq32yZ_nnp8aiNjb2odeKp/view?usp=drive_link,https://drive.google.com/file/d/1j54EVFy0ZWy0Ux8Hpopyn6bXzIx5KIcd/view?usp=drive_link,,,,,,
Wilson,93,Mateo,Anime,"Una ilustración digital estilizada en estilo anime del interior de un cine, 
  basada en la estructura de la imagen original. La escena mantiene una perspectiva de ángulo alto, 
  enfatizando la profundidad espacial entre las grandes puertas dobles de madera oscura en el primer plano a la izquierda 
  y las filas de asientos de terciopelo rojo que se alejan hacia el fondo a la derecha. 
  Las puertas muestran relieves geométricos definidos y las columnas azules contiguas tienen texturas gráficas claras. 
  En el centro-derecha, una joven con ropa deportiva gris azulada y zapatillas azules (fiel a la imagen) 
  está de pie sobre los escalones, ahora con rasgos de anime detallados, líneas limpias y sombreado cel-shading. 
  A lo largo de la pared derecha, los apliques Art Deco proyectan haces de luz cálida sobre paneles de piedra. 
  Los niveles de las escaleras están bien definidos y el suelo contrasta entre alfombra roja y baldosas grises. 
  La iluminación es cálida y dramática, resaltando las capas de profundidad. ",https://drive.google.com/file/d/1n964N7sjy-mJXiu_e6ICKiHo4OGsA1f8/view?usp=drive_link,"Stylized anime transformation based on the reference image.
    Ensure the background architecture and props match the artistic texture of the reference image.
    Maintain the motion of the original video.
    A full-body shot of a young woman with long black hair, wearing a blue sweatshirt with light blue details, grey sweatpants with white side stripes, and teal sneakers. She stands in a theatre, looking to the right with a peaceful and focused expression. The style is that of a modern anime or manga panel.
    The woman is alone in the video",https://drive.google.com/file/d/13wG8L35ICJvea4a48CxihJAtbnIczh6R/view?usp=drive_link,https://drive.google.com/file/d/1LuUuPaGeVYKwVpQHzAool5BN5Fva7xSs/view?usp=drive_link,,,,,,
Wilson,94,Mateo,Lego,"Escena exterior de paisaje desértico y montañoso recreada exactamente en estilo LEGO hiperrealista, orientación horizontal 16:9, misma composición conservada con absoluta fidelidad. Vista panorámica desde una cima rocosa elevada mirando hacia un vasto valle árido. Todo construido con materiales LEGO claramente visibles: bricks, plates, tiles, studs, piezas curvas y ensamblaje LEGO auténtico.
Primer plano inferior: superficie plana de roca arenisca construida con LEGO plates y tiles en tonos ocre cálido y terracota, textura de studs visible. En el borde frontal de este precipicio, formando el límite mismo del acantilado, se concentran las rocas oscuras fragmentadas: conjunto de bricks LEGO apilados irregularmente en tonos marrón chocolate y negro volcánico, con bordes escalonados y angulares que simulan roca fracturada, 
ocupando el borde inferior central y ligeramente hacia ambos lados, asomándose sobre el vacío del precipicio. Pequeñas plantas LEGO verde muy tenue ensambladas entre las grietas de estas rocas del borde usando piezas botánicas oficiales del catálogo LEGO.
Fondo extendido: planicie desértica inmensa construida en capas de LEGO plates en tonos rosado pálido, beige y salmón suave, con ondulaciones topográficas recreadas mediante escalones de bricks que generan profundidad y perspectiva. Izquierda media: acantilado rocoso en sombra construido con bricks apilados en ángulo, estratos geológicos visibles en tonos marrón oscuro y ocre profundo. Horizonte lejano: cuerpo de agua apenas perceptible construido con LEGO tiles transparentes y azul grisáceo pálido, integrado con suavidad en la lejanía. Cielo superior: degradado de LEGO azul pálido a blanco luminoso construido con plates lisas en capas horizontales.
Iluminación diurna de sol cenital intenso, sombras cortas y suaves proyectadas sobre las rocas LEGO, ambiente árido, silencioso y monumental. Paleta dominante: terracota, ocre, rosa pálido, marrón tostado, con acentos de azul grisáceo en el horizonte. Sin figuras humanas, sin elementos artificiales ajenos a la escena original. Mantener exactamente la composición, posiciones y profundidad de todos los elementos, sin inventar objetos, sin mover nada. Ultra detallado, nítido, render 3D premium, iluminación cinematográfica LEGO realista.",https://drive.google.com/file/d/1etxbspIg53BXBMlZ2ShPoZ-VTP_GLWhK/view?usp=drive_link,"Vuelo de drone cinemático con enfoque fijo hacia el horizonte. 
    La cámara realiza un slow push-in (avance suave) durante 1 segundo hacia las rocas costeras hasta quedar casi estática. 
    Inmediatamente, ejecuta un fast vertical jolt (ascenso rápido) de un 1 segundo con una desaceleración suave (ease-out), continuando con un slow pedestal up (ascenso lento) que revela un vasto paisaje natural, ocultando progresivamente el borde del acantilado en la parte inferior del encuadre.",https://drive.google.com/file/d/17AV7aZsgfsE0UUHPpRHoAne_V0PIT_aR/view?usp=drive_link,https://drive.google.com/file/d/1sZtp6tdtotLRCVRXSeT92SHJh0wDJ8pU/view?usp=drive_link,,,,,,
Wilson,96,Mateo,Anime,"Descripción: Una toma de ángulo medio con profundidad de campo pronunciada, situada en el interior de un palacio de arquitectura neoclásica fantástica con toques de art déco. La escena muestra una gran escalinata de mármol gris veteado con alfombras de color púrpura oscuro.

Arquitectura y Detalles: A la derecha, en primer plano, destaca una columna masiva de mármol gris azulado con relieves dorados geométricos y un patrón de cadena entrelazada tallado en el fuste. A la izquierda, una barandilla de piedra tallada con formas angulares y romboidales sigue el ascenso de la escalera.

Elementos Decorativos: Dos grandes estandartes o tapices colgantes de tela gruesa blanca con patrones geométricos en rosa y gris dominan el centro superior de la imagen. Al fondo, se aprecian estanterías de una biblioteca y paredes adornadas con frisos de grecas griegas en oro y piedra gris.

Composición y Cámara: La cámara está posicionada a la altura de los ojos, ligeramente desplazada a la derecha, creando una perspectiva diagonal que guía la mirada desde la base de la columna hacia las escaleras en el fondo. La iluminación es suave y difusa, resaltando los bordes metálicos dorados.

Personaje: En la esquina inferior derecha, se asoma parcialmente el rostro de un hombre maduro, calvo y con bigote canoso, mirando hacia el centro de la escena con expresión neutra.

Estilo Visual: Anime.",https://drive.google.com/file/d/1izc4iGfVMuQD652tqBWmfDSNpV_LuFfP/view?usp=drive_link,El hombre sube rapidamente las escaleras hasta desaparecer de la escena. La camara es fija y estatica,https://drive.google.com/file/d/1VGnTI8D4imyRVl2Qap90MKE-08SEAupc/view?usp=sharing,https://drive.google.com/file/d/1VGnTI8D4imyRVl2Qap90MKE-08SEAupc/view?usp=drive_link,,,,,,
Wilson,98,Mateo,Lego,"Escena interior de corredor palaciego lujoso recreada exactamente en estilo LEGO hiperrealista, orientación horizontal 16:9, misma composición conservada con absoluta fidelidad. Cámara fija a nivel medio mirando en perspectiva central hacia el fondo del pasillo. Todo construido con materiales LEGO claramente visibles: bricks, plates, tiles, studs, piezas curvas y ensamblaje LEGO auténtico.
Elemento principal: figura LEGO masculina con pies situados exactamente en el borde inferior de la imagen, de espaldas a la cámara, caminando hacia el fondo. Cabeza calva y lisa sin cabello, camisa azul grisáceo claro, pantalón negro, zapatos negros. Postura en movimiento con brazos ligeramente separados del cuerpo.
Bordes laterales de la imagen: en el extremo izquierdo del encuadre, cortado por el borde de la imagen, panel o puerta monumental de hierro forjado LEGO con motivos florales y arabescos en negro y dorado envejecido, solo visible parcialmente. En el extremo derecho del encuadre, igualmente cortado, panel decorativo LEGO con relieves en espiral y molduras en gris azulado y dorado, también visible solo parcialmente. Ambos elementos enmarcan la entrada del pasillo desde la perspectiva de la cámara.
Suelo: tablones de madera envejecida simulados con LEGO plates largas en tonos gris oscuro y marrón desgastado, dispuestas longitudinalmente. Alfombra central corrida construida con LEGO tiles en tonos rosa salmón, rojo desgastado y beige envejecido con patrón decorativo, recorriendo el pasillo de primer plano hasta el fondo.
Pared izquierda: revestida con paneles LEGO ornamentados en gris azulado oscuro y plata envejecida con molduras doradas. Columna gris gruesa en primer plano izquierdo. Mesa auxiliar con ruedas construida en LEGO con objetos encima. Espejo grande con marco arqueado dorado construido con piezas curvas LEGO. Apliques de pared con luz cálida simulada con piezas LEGO transparentes amarillas.
Pared derecha: paneles ornamentados LEGO con molduras barrocas en gris azulado y dorado. Baúl grande rojo brillante construido con bricks LEGO en rojo vivo con herrajes dorados, ubicado en plano medio derecho. Armario o vitrina ornamentada en madera oscura dorada. Apliques de pared con luz cálida.
Fondo: la zona central del fondo está relativamente despejada. En la esquina derecha del fondo se ubica la librería construida con bricks LEGO en madera oscura dorada con libros LEGO en tonos marrón y ocre en los estantes. Cortina oscura marrón construida con piezas LEGO apiladas en tonos chocolate, colgando verticalmente sobre la pared del fondo, pegada a la izquierda de la librería, ambas en el mismo plano de profundidad máxima del pasillo, enfrentadas a la cámara, NO en las paredes laterales. El fondo izquierdo continúa con mobiliario decorativo y apliques de pared.
Techo: artesonado complejo construido con LEGO plates y vigas en tonos gris azulado, negro y dorado, con molduras barrocas ornamentadas y paneles rectangulares repetidos recorriendo toda la longitud del pasillo.
Iluminación interior cálida y dramática, luces laterales de aplique proyectando conos de luz amarilla suave, ambiente lujoso, misterioso y silencioso. Paleta dominante: gris azulado, dorado envejecido, negro, rojo vivo en el baúl, rosa salmón en la alfombra. Sin inventar objetos adicionales, mantener exactamente composición, posiciones y orientación de todos los elementos. Ultra detallado, nítido, render 3D premium, iluminación cinematográfica LEGO realista.",https://drive.google.com/file/d/1W-IBk7tMKf4bD6kOQzHLgm29vNAVY0Bp/view?usp=drive_link,El hombre corre con pasos pequeños hasta llegar a las cortinas de al fondo. La camara permance fija y estatica,https://drive.google.com/file/d/1eDo80YBN7t5Vlq6nMRrn_jige8FHRmtp/view?usp=drive_link,https://drive.google.com/file/d/114yPHBYOdb1b0k6f7VLLiWsxo0J6ftIq/view?usp=drive_link,,,,,,
